coverage_modelFreeScore,seqId,seq,semantic
6.156942933672782E-8,670,956874 -1 19049105 -1 1742253 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Levofloxacin' -1 -2 
5.5687789886844724E-8,546,1742253 -1 19049105 -1 19049105 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
4.479541304972745E-8,1240,956874 -1 1174888 -1 1551099 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Prednisone' -1 -2 
2.9306559620350732E-8,1788,1125315 -1 1705674 1836430 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' -1 -2 
2.1160707639260678E-8,661,956874 -1 1713332 -1 19121608 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
1.9169483420399223E-8,1886,956874 -1 1786621 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.530083900272598E-8,1431,1125315 -1 1125315 -1 1103314 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Tramadol' -1 -2 
7.747486979318292E-9,1010,1539403 -1 1539403 -1 1125315 -1  -2 ,'Simvastatin' -1 'Simvastatin' -1 'Acetaminophen' -1 -2 
4.922253980675602E-9,677,19049105 -1 1734104 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 'Furosemide' -1 -2 
1.7064144846706128E-7,1313,1125315 -1 1322184 -1 1125315 -1  -2 ,'Acetaminophen' -1 'clopidogrel' -1 'Acetaminophen' -1 -2 
1.501282882323062E-7,1252,1742253 -1 956874 -1 956874 -1  -2 ,'Levofloxacin' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.3757575918989945E-7,1228,956874 -1 956874 -1 1797513 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Ciprofloxacin' -1 -2 
1.3638903196120827E-7,1268,956874 -1 1174888 -1 1506270 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
1.275472705705831E-7,854,1174888 -1 1713332 -1 1797513 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Ciprofloxacin' -1 -2 
8.175267203481626E-8,1382,956874 -1 1346823 -1 1125315 -1  -2 ,'Furosemide' -1 'carvedilol' -1 'Acetaminophen' -1 -2 
6.980601008437208E-8,1201,1307046 -1 1307046 -1 1174888 -1  -2 ,'Metoprolol' -1 'Metoprolol' -1 'Hydrocodone' -1 -2 
6.275294675804422E-8,1264,1506270 -1 956874 -1 1174888 -1  -2 ,'Methylprednisolone' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
4.8221195457970066E-8,1219,1125315 -1 903963 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Triamcinolone' -1 'Amoxicillin' -1 -2 
4.55557240784503E-8,1232,1346823 -1 1174888 -1 1174888 -1  -2 ,'carvedilol' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.467652255027891E-8,915,1713332 -1 1713332 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Albuterol' -1 -2 
3.412591573119575E-8,1151,1125315 -1 1786621 -1 956874 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Furosemide' -1 -2 
3.291879776019105E-8,769,1154343 -1 956874 -1 19049105 -1  -2 ,'Albuterol' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
3.216776695949349E-8,993,1125315 -1 1506270 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Amoxicillin' -1 -2 
3.1106537041690296E-8,1357,1149380 -1 1154343 -1 1149380 -1  -2 ,'fluticasone' -1 'Albuterol' -1 'fluticasone' -1 -2 
2.6802529620372953E-8,1282,1125315 -1 1174888 -1 1332418 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amlodipine' -1 -2 
2.4817332821661372E-8,947,1174888 -1 1742253 -1 1506270 -1  -2 ,'Hydrocodone' -1 'Levofloxacin' -1 'Methylprednisolone' -1 -2 
2.0343590386088594E-8,540,19049105 -1 19049105 -1 1797513 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Ciprofloxacin' -1 -2 
1.686405218669674E-8,550,19049105 -1 19049105 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Azithromycin' -1 -2 
1.181330969985831E-8,1579,19121608 -1 1125315 1174888 -1 19121608 -1  -2 ,'Influenza virus vaccine' -1 'Acetaminophen' 'Hydrocodone' -1 'Influenza virus vaccine' -1 -2 
7.779050985088919E-9,1162,1551099 -1 1154343 -1 1154343 -1  -2 ,'Prednisone' -1 'Albuterol' -1 'Albuterol' -1 -2 
7.747486979318292E-9,595,1125315 -1 1786621 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Influenza virus vaccine' -1 -2 
4.54209938908607E-9,1746,956874 -1 19049105 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.6243296644532977E-9,543,1786621 -1 19049105 -1 19049105 -1  -2 ,'Cephalexin' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
4.3975448779409225E-7,628,1742253 -1 19049105 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
4.1893349744895646E-7,862,1742253 -1 1174888 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
4.1709080970541815E-7,953,1742253 -1 1125315 -1 1551099 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
3.7094267311001044E-7,1004,1551099 -1 1125315 -1 1551099 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
2.430115110155234E-7,647,1742253 -1 1125315 -1 19049105 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
2.4268959783306144E-7,1542,1174888 -1 1125315 -1 744740 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'zolpidem' -1 -2 
2.249156117214222E-7,839,1797513 -1 1125315 -1 1797513 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
2.1420411364488704E-7,674,19049105 -1 1742253 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Levofloxacin' -1 'Furosemide' -1 -2 
1.7948684952605503E-7,1183,1125315 -1 956874 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Levofloxacin' -1 -2 
1.54468606028897E-7,1257,1734104 -1 956874 -1 956874 -1  -2 ,'Azithromycin' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.4842389634973736E-7,2144,956874 -1 1125315 1174888 -1 1154343 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 -2 
1.4612668804714477E-7,554,19049105 -1 1551099 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Prednisone' -1 'Potassium Chloride' -1 -2 
1.129752523654935E-7,1810,1734104 -1 1713332 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.1258677125112742E-7,589,19049105 -1 1734104 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 'Amoxicillin' -1 -2 
9.184297248326936E-8,1338,956874 -1 1551099 -1 956874 -1  -2 ,'Furosemide' -1 'Prednisone' -1 'Furosemide' -1 -2 
8.726175522333191E-8,1509,1174888 -1 778711 -1 1174888 -1  -2 ,'Hydrocodone' -1 'cyclobenzaprine' -1 'Hydrocodone' -1 -2 
8.590651423891451E-8,1385,1125315 -1 956874 -1 1346823 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'carvedilol' -1 -2 
6.67384907050263E-8,2120,1125315 1174888 -1 1124957 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Oxycodone' 'Acetaminophen' -1 -2 
5.986661828667348E-8,1556,956874 -1 1125315 -1 903963 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Triamcinolone' -1 -2 
5.7213288063979234E-8,1102,1125315 -1 1713332 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Promethazine' -1 -2 
5.584825540516887E-8,2160,1125315 -1 903963 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Triamcinolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
5.106661487386341E-8,552,19049105 -1 19049105 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
5.055311658511171E-8,590,1713332 -1 1713332 -1 19049105 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Potassium Chloride' -1 -2 
5.037437651822984E-8,967,956874 -1 1713332 -1 1734104 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Azithromycin' -1 -2 
4.7420283711703735E-8,1145,956874 -1 1797513 -1 1125315 -1  -2 ,'Furosemide' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
4.26222676557851E-8,1096,1125315 -1 1153664 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Propoxyphene' -1 'Amoxicillin' -1 -2 
4.061805291112825E-8,544,19049105 -1 1713332 -1 19121608 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
4.044713660329845E-8,852,1797513 -1 1713332 -1 1174888 -1  -2 ,'Ciprofloxacin' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
3.890576716526655E-8,1374,1125315 -1 1153013 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Promethazine' -1 'Promethazine' -1 -2 
3.774565741217095E-8,1458,1154343 -1 1154343 -1 956874 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'Furosemide' -1 -2 
3.208416944208162E-8,906,1734104 -1 1734104 -1 1154343 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Albuterol' -1 -2 
3.00488632215365E-8,800,1713332 -1 1713332 -1 1786621 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Cephalexin' -1 -2 
2.994261020479213E-8,774,19121608 -1 956874 -1 956874 -1  -2 ,'Influenza virus vaccine' -1 'Furosemide' -1 'Furosemide' -1 -2 
2.6402465533595813E-8,1981,1125315 -1 1125315 1174888 -1 1308216 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Lisinopril' -1 -2 
2.1634939479578043E-8,1055,1713332 -1 1125315 -1 1201620 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Codeine' -1 -2 
1.9169483420399223E-8,1784,1713332 -1 1786621 -1 1125315 1174888 -1  -2 ,'Amoxicillin' -1 'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6875941229494176E-8,2548,1201620 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.4320939472120607E-8,1625,19049105 -1 1713332 -1 1713332 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
1.1480202212228879E-8,541,19049105 -1 19049105 -1 1786621 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Cephalexin' -1 -2 
1.0205180640071498E-8,1359,1149380 -1 1149380 -1 1154343 -1  -2 ,'fluticasone' -1 'fluticasone' -1 'Albuterol' -1 -2 
7.747486979318292E-9,1286,956874 -1 1539403 -1 1125315 -1  -2 ,'Furosemide' -1 'Simvastatin' -1 'Acetaminophen' -1 -2 
7.747486979318292E-9,1011,1539403 -1 1125315 -1 1539403 -1  -2 ,'Simvastatin' -1 'Acetaminophen' -1 'Simvastatin' -1 -2 
7.747486979318292E-9,885,1734104 -1 1125315 -1 1786621 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
7.747486979318292E-9,725,1154343 -1 19049105 -1 1154343 -1  -2 ,'Albuterol' -1 'Potassium Chloride' -1 'Albuterol' -1 -2 
7.557138634415336E-9,1514,956874 -1 1201620 -1 956874 -1  -2 ,'Furosemide' -1 'Codeine' -1 'Furosemide' -1 -2 
6.485029436249479E-9,1199,1308216 -1 1308216 -1 1174888 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 'Hydrocodone' -1 -2 
4.748968380254722E-9,318,1506270 -1 1201620 -1  -2 ,'Methylprednisolone' -1 'Codeine' -1 -2 
1.7816648877265339E-9,2061,1125315 -1 1154343 -1 1154343 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Albuterol' -1 'Albuterol' -1 -2 
0.0,619,1125315 -1 19121608 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Azithromycin' -1 -2 
0.0,537,19121608 -1 19121608 -1 1713332 -1  -2 ,'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 'Amoxicillin' -1 -2 
7.253266180544654E-7,1191,1125315 -1 1518254 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Dexamethasone' -1 'Hydrocodone' -1 -2 
7.173417504648453E-7,1176,1125315 -1 1154343 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Prednisone' -1 -2 
6.088296376532626E-7,689,1551099 -1 1125315 -1 19049105 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
4.835710124820179E-7,1138,1174888 -1 1154343 -1 1551099 -1  -2 ,'Hydrocodone' -1 'Albuterol' -1 'Prednisone' -1 -2 
4.5526651193049933E-7,1115,1734104 -1 1125315 -1 1124957 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
4.443805157442823E-7,1272,1125315 -1 956874 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Prednisone' -1 -2 
4.2144506475601883E-7,878,1742253 -1 1734104 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
3.382479749745153E-7,911,1125315 -1 1742253 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 'Azithromycin' -1 -2 
3.053538690990427E-7,1472,1125315 -1 956874 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Albuterol' -1 -2 
2.9474038283413683E-7,1549,1125315 -1 781039 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Alprazolam' -1 'Acetaminophen' -1 -2 
2.9064178149215416E-7,1473,1125315 -1 1154343 -1 956874 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Furosemide' -1 -2 
2.3664845057870612E-7,1174,1154343 -1 1125315 -1 1551099 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
2.2214066671578028E-7,1532,956874 -1 1154343 -1 956874 -1  -2 ,'Furosemide' -1 'Albuterol' -1 'Furosemide' -1 -2 
2.210702682815693E-7,1517,1174888 -1 744740 -1 1174888 -1  -2 ,'Hydrocodone' -1 'zolpidem' -1 'Hydrocodone' -1 -2 
1.906373338330141E-7,960,956874 -1 1742253 -1 1713332 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 'Amoxicillin' -1 -2 
1.899598674152566E-7,1543,1125315 -1 1174888 -1 744740 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'zolpidem' -1 -2 
1.824356812671913E-7,860,1742253 -1 1797513 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
1.7800235080161764E-7,1041,1742253 -1 1154343 -1 1154343 -1  -2 ,'Levofloxacin' -1 'Albuterol' -1 'Albuterol' -1 -2 
1.667361242375817E-7,1293,1125315 -1 1174888 -1 1310149 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Warfarin' -1 -2 
1.6485146906535143E-7,859,1125315 -1 1742253 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 'Ciprofloxacin' -1 -2 
1.6045301532189022E-7,1421,1125315 -1 956874 -1 1307046 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Metoprolol' -1 -2 
1.585639720849674E-7,858,1125315 -1 1797513 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Levofloxacin' -1 -2 
1.4759709669900483E-7,564,19049105 -1 1154343 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Albuterol' -1 'Potassium Chloride' -1 -2 
1.3894429303850928E-7,1791,1742253 -1 1742253 -1 1125315 1174888 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3871691386601574E-7,724,1154343 -1 19049105 -1 1174888 -1  -2 ,'Albuterol' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
1.3851827465327563E-7,1969,1174888 -1 1125315 1174888 -1 1307046 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Metoprolol' -1 -2 
1.362292624228858E-7,671,1742253 -1 19049105 -1 956874 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
1.3454295588395748E-7,1550,1125315 -1 1125315 -1 781039 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Alprazolam' -1 -2 
1.315432397031697E-7,672,19049105 -1 956874 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Levofloxacin' -1 -2 
1.251935207296277E-7,547,19049105 -1 19049105 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Levofloxacin' -1 -2 
1.2329658178468858E-7,893,1125315 -1 1797513 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Amoxicillin' -1 -2 
1.2329658178468858E-7,850,1174888 -1 1797513 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 'Amoxicillin' -1 -2 
1.2067750995456419E-7,1932,1125315 1174888 -1 956874 -1 1713332 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Amoxicillin' -1 -2 
1.198973292728746E-7,1348,1149380 -1 1154343 -1 1154343 -1  -2 ,'fluticasone' -1 'Albuterol' -1 'Albuterol' -1 -2 
1.181028208645839E-7,2092,1149380 -1 1125315 -1 1125315 1174888 -1  -2 ,'fluticasone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.1778193380159323E-7,1937,956874 -1 1125315 -1 1713332 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
1.1564052983352025E-7,2084,1153013 -1 1125315 1174888 -1 1125315 -1  -2 ,'Promethazine' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.1138995016192857E-7,773,19049105 -1 1125315 -1 903963 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Triamcinolone' -1 -2 
1.1044373127845251E-7,1446,1154343 -1 1174888 -1 956874 -1  -2 ,'Albuterol' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.0786410235069457E-7,868,1797513 -1 1734104 -1 1125315 -1  -2 ,'Ciprofloxacin' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
1.0689192980888847E-7,2043,1154343 -1 1125315 1174888 -1 1154343 -1  -2 ,'Albuterol' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 -2 
1.0299585912727605E-7,625,19049105 -1 1125315 -1 1797513 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
1.0299585912727605E-7,601,19049105 -1 1174888 -1 1797513 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
1.0242606069359653E-7,1092,1713332 -1 1125315 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
1.0193552152285323E-7,1631,1734104 -1 19049105 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
9.539900444188738E-8,751,1125315 -1 19049105 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Oxycodone' -1 -2 
9.539587001625916E-8,1215,1503297 -1 1125315 -1 1125315 -1  -2 ,'Metformin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
8.814411534051565E-8,653,19049105 -1 1125315 -1 1705674 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Trimethoprim' -1 -2 
8.504960409948827E-8,856,1174888 -1 1713332 -1 1786621 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Cephalexin' -1 -2 
8.463314330292074E-8,1371,956874 -1 1307046 -1 1174888 -1  -2 ,'Furosemide' -1 'Metoprolol' -1 'Hydrocodone' -1 -2 
8.230641778662347E-8,1987,1125315 1174888 -1 1307046 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Metoprolol' -1 'Acetaminophen' -1 -2 
8.165299357074783E-8,813,1713332 -1 1742253 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Levofloxacin' -1 'Amoxicillin' -1 -2 
7.527813942378013E-8,656,956874 -1 19049105 -1 1786621 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Cephalexin' -1 -2 
7.246462405033084E-8,1809,1713332 -1 1734104 -1 1125315 1174888 -1  -2 ,'Amoxicillin' -1 'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.045080946742783E-8,1547,956874 -1 956874 -1 1124957 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Oxycodone' -1 -2 
6.45470167835997E-8,1027,1125315 -1 1786621 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Albuterol' -1 -2 
6.295479083423254E-8,1751,1713332 -1 1713332 -1 1713332 1759842 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
6.280205186310849E-8,881,1174888 -1 1734104 -1 1742253 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Levofloxacin' -1 -2 
6.252760043260614E-8,3032,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.113123117438071E-8,763,1125315 -1 19121608 -1 956874 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Furosemide' -1 -2 
6.033803390598912E-8,942,1734104 -1 956874 -1 1734104 -1  -2 ,'Azithromycin' -1 'Furosemide' -1 'Azithromycin' -1 -2 
5.819487712188555E-8,1347,1154343 -1 1154343 -1 1149380 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'fluticasone' -1 -2 
5.661301461755126E-8,809,1734104 -1 1734104 -1 1713332 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Amoxicillin' -1 -2 
5.57959286411844E-8,1032,1734104 -1 1154343 -1 1174888 -1  -2 ,'Azithromycin' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
5.461956398742889E-8,1402,1154332 -1 1125315 -1 1125315 -1  -2 ,'Pseudoephedrine' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.4335690644191735E-8,1156,1174888 -1 1346823 -1 1346823 -1  -2 ,'Hydrocodone' -1 'carvedilol' -1 'carvedilol' -1 -2 
5.3475774171584E-8,970,1506270 -1 1713332 -1 1174888 -1  -2 ,'Methylprednisolone' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
5.288602884164127E-8,1141,956874 -1 1125315 -1 1797513 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
5.26759131762895E-8,898,1742253 -1 1174888 -1 1713332 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
5.25197129299231E-8,944,1734104 -1 1734104 -1 956874 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Furosemide' -1 -2 
5.195998663493547E-8,645,1734104 -1 1174888 -1 19049105 -1  -2 ,'Azithromycin' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
5.194378502333488E-8,823,1551099 -1 1713332 -1 1713332 -1  -2 ,'Prednisone' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
4.478286912152729E-8,770,956874 -1 19049105 -1 1154343 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Albuterol' -1 -2 
3.744616622597734E-8,802,1786621 -1 1713332 -1 1713332 -1  -2 ,'Cephalexin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
3.590760594795034E-8,1534,956874 -1 1149380 -1 956874 -1  -2 ,'Furosemide' -1 'fluticasone' -1 'Furosemide' -1 -2 
3.5765843509631326E-8,1303,1125315 -1 1506270 -1 956874 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Furosemide' -1 -2 
3.509084837285461E-8,2256,1713332 -1 1713332 -1 1125315 1174888 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 -2 
3.139480750811167E-8,594,1786621 -1 19121608 -1 1125315 -1  -2 ,'Cephalexin' -1 'Influenza virus vaccine' -1 'Acetaminophen' -1 -2 
2.9306559620350732E-8,1773,1174888 -1 1705674 1836430 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Trimethoprim' 'Sulfamethoxazole' -1 'Hydrocodone' -1 -2 
2.8341238258069858E-8,2281,1713332 1759842 -1 1125315 1174888 -1 1125315 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
2.7111542182022736E-8,1062,1738521 -1 1125315 1174888 -1  -2 ,'Doxycycline' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.7093095802034706E-8,1051,1713332 -1 1174888 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
2.70731650350565E-8,657,956874 -1 1786621 -1 19049105 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 'Potassium Chloride' -1 -2 
2.6473634815296454E-8,696,19049105 -1 956874 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Amoxicillin' -1 -2 
2.4689232950436762E-8,716,1125315 -1 19121608 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Albuterol' -1 -2 
2.437973825670528E-8,2664,956874 -1 956874 -1 956874 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.3909730694553785E-8,676,956874 -1 1734104 -1 19049105 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 'Potassium Chloride' -1 -2 
2.2319379820436835E-8,680,956874 -1 19049105 -1 1734104 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Azithromycin' -1 -2 
