support,seqId,seq,semantic
595,3282,1125315 -1 975125 -1  -2 ,'Acetaminophen' -1 'Hydrocortisone' -1 -2 
595,1862,1322184 -1 1174888 -1  -2 ,'clopidogrel' -1 'Hydrocodone' -1 -2 
595,431,19049105 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
595,176,1149380 -1 19121608 -1  -2 ,'fluticasone' -1 'Influenza virus vaccine' -1 -2 
594,5158,1125315 -1 19049105 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Influenza virus vaccine' -1 -2 
594,4794,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
594,4148,1125315 -1 1201620 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Codeine' -1 'Hydrocodone' -1 -2 
594,4080,1125315 -1 1174888 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Promethazine' -1 -2 
594,3790,1125315 -1 1125315 1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
594,3598,1125315 -1 1125315 -1 1125315 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
594,2320,1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
594,1856,1326303 -1 1125315 -1  -2 ,'Digoxin' -1 'Acetaminophen' -1 -2 
594,283,1153013 -1 19049105 -1  -2 ,'Promethazine' -1 'Potassium Chloride' -1 -2 
593,5595,956874 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
593,4437,1125315 -1 1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
593,4418,1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
593,3737,1125315 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
593,1114,1734104 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
593,1042,1124957 -1 1734104 -1  -2 ,'Oxycodone' -1 'Azithromycin' -1 -2 
593,1034,1153013 -1 1734104 -1  -2 ,'Promethazine' -1 'Azithromycin' -1 -2 
593,846,1125315 -1 1754994 -1  -2 ,'Acetaminophen' -1 'Fluconazole' -1 -2 
593,547,19049105 -1 1713332 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Potassium Chloride' -1 -2 
593,4,723013 -1  -2 ,'Diazepam' -1 -2 
592,5269,974166 -1 1125315 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
592,5224,1124957 1125315 -1 1174888 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Hydrocodone' -1 -2 
592,5004,1125315 -1 1551099 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
592,4524,1125315 1174888 -1 1125315 -1 1742253 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
592,3802,1125315 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
592,3404,1125315 -1 956874 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
592,3200,1153013 -1 1125315 -1 1125315 -1  -2 ,'Promethazine' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
591,4895,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
591,4357,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
591,4183,1125315 -1 1174888 -1 1759842 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Clavulanate' -1 -2 
591,3429,1125315 -1 956874 -1 956874 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
591,2283,1174888 -1 1125315 1174888 -1 1506270 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
591,2039,970250 -1 1174888 -1  -2 ,'Spironolactone' -1 'Hydrocodone' -1 -2 
591,1841,1346823 -1 1346823 -1 1346823 -1  -2 ,'carvedilol' -1 'carvedilol' -1 'carvedilol' -1 -2 
591,728,1154343 -1 1786621 -1  -2 ,'Albuterol' -1 'Cephalexin' -1 -2 
590,5214,1124957 -1 1125315 -1 1174888 -1  -2 ,'Oxycodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
590,4797,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
590,3649,1125315 -1 1125315 -1 1125315 -1 1506270 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Methylprednisolone' -1 -2 
590,3585,1125315 -1 1125315 1174888 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 -2 
590,3157,1153664 -1 1153664 -1  -2 ,'Propoxyphene' -1 'Propoxyphene' -1 -2 
590,3102,1154343 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
590,924,1742253 -1 1742253 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 'Acetaminophen' -1 -2 
590,391,19049105 -1 1742253 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Levofloxacin' -1 'Acetaminophen' -1 -2 
590,359,19049105 -1 956874 -1 956874 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
589,5429,956874 -1 1786621 -1 1125315 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
589,4984,1125315 -1 1506270 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
589,3872,1125315 -1 1125315 1174888 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
589,3833,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
589,3096,1154343 -1 1125315 1174888 -1 1125315 -1  -2 ,'Albuterol' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
589,2954,1174888 -1 1734104 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
589,2562,1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
589,1398,1713332 -1 1174888 -1 1734104 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
589,1241,1153013 -1 1713332 -1  -2 ,'Promethazine' -1 'Amoxicillin' -1 -2 
589,925,1742253 -1 1125315 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
588,5468,956874 -1 1125315 -1 956874 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
588,4581,1125315 1174888 -1 1506270 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
588,3875,1125315 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
588,2116,1174888 -1 956874 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
588,1195,1125315 -1 1716903 -1  -2 ,'Acetaminophen' -1 'moxifloxacin' -1 -2 
588,1060,1734104 -1 1125315 -1 956874 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
588,989,1174888 -1 1738521 -1  -2 ,'Hydrocodone' -1 'Doxycycline' -1 -2 
588,130,19111620 -1  -2 ,'Folic Acid' -1 -2 
587,5353,956874 -1 956874 -1 19049105 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
587,4898,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
587,3746,1125315 -1 1125315 1174888 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 -2 
587,2221,1174888 -1 1125315 1174888 -1 19121608 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Influenza virus vaccine' -1 -2 
587,2117,1174888 -1 956874 -1 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
587,709,1786621 -1 1551099 -1  -2 ,'Cephalexin' -1 'Prednisone' -1 -2 
587,227,19049105 -1 1836430 -1  -2 ,'Potassium Chloride' -1 'Sulfamethoxazole' -1 -2 
586,5557,956874 -1 1174888 -1 1734104 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
586,4267,1125315 -1 1174888 -1 956874 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
586,4133,1125315 -1 1154343 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
586,3992,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
586,3606,1125315 -1 1125315 -1 1734104 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
586,3001,1174888 -1 19049105 -1 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
586,2764,1174888 -1 1174888 -1 956874 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
586,1108,1734104 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
586,541,19049105 -1 1705674 1836430 -1  -2 ,'Potassium Chloride' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
586,463,19049105 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
586,267,1310149 -1 19049105 -1  -2 ,'Warfarin' -1 'Potassium Chloride' -1 -2 
586,15,905233 -1  -2 ,'Mometasone' -1 -2 
585,5520,956874 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
585,5151,1125315 -1 1797513 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
585,4854,1125315 1174888 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
585,2156,1174888 -1 1174888 -1 1124957 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Oxycodone' -1 -2 
585,1971,1201620 -1 1125315 -1 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
585,1781,1174888 -1 1503297 -1  -2 ,'Hydrocodone' -1 'Metformin' -1 -2 
585,647,1154343 -1 1797513 -1  -2 ,'Albuterol' -1 'Ciprofloxacin' -1 -2 
585,301,974166 -1 19049105 -1  -2 ,'Hydrochlorothiazide' -1 'Potassium Chloride' -1 -2 
584,5696,903963 -1 1125315 -1 1125315 -1  -2 ,'Triamcinolone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
584,5443,956874 -1 1125315 1174888 -1 19049105 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
584,3697,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
584,3382,1125315 -1 956874 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Azithromycin' -1 -2 
584,3287,967823 -1 1125315 -1  -2 ,'Sodium Chloride' -1 'Acetaminophen' -1 -2 
584,3027,1163944 -1 1125315 -1 1125315 -1  -2 ,'Guaifenesin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
584,3000,1174888 -1 19049105 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
584,1932,1307046 -1 1174888 -1 1125315 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
583,5676,956874 -1 19049105 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Furosemide' -1 'Furosemide' -1 -2 
583,5277,970250 -1 970250 -1  -2 ,'Spironolactone' -1 'Spironolactone' -1 -2 
583,5196,1125315 -1 19121608 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
583,4683,1125315 1174888 -1 1174888 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
583,2902,1174888 -1 19049105 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
583,1462,1713332 -1 19049105 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
583,1370,1713332 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
583,1018,1308216 -1 1734104 -1  -2 ,'Lisinopril' -1 'Azithromycin' -1 -2 
583,392,19049105 -1 1125315 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
582,5363,956874 -1 956874 -1 956874 -1 1174888 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
582,5184,1125315 -1 19049105 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
582,2300,1174888 -1 1125315 -1 1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
582,2299,1174888 -1 1125315 -1 956874 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
582,1510,1713332 1759842 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
582,714,1786621 -1 1506270 -1  -2 ,'Cephalexin' -1 'Methylprednisolone' -1 -2 
581,5622,956874 -1 19049105 -1 1713332 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
581,5420,956874 -1 1125315 -1 1551099 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
581,5029,1125315 -1 1713332 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
581,3895,1125315 -1 1125315 -1 1125315 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
581,3394,1125315 -1 956874 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Influenza virus vaccine' -1 -2 
581,2866,1174888 -1 1506270 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Methylprednisolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
581,2251,1174888 -1 1125315 1174888 -1 1742253 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Levofloxacin' -1 -2 
581,1970,1201620 -1 1174888 -1 1125315 -1  -2 ,'Codeine' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
581,1750,1506270 -1 1125315 1174888 -1 1125315 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
581,1310,1713332 -1 1786621 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
581,459,19049105 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
581,408,19049105 -1 1125315 -1 1125315 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
580,4539,1125315 1174888 -1 1734104 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
580,4399,1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
580,3896,1125315 -1 1125315 -1 1154343 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
580,2834,1174888 -1 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
580,2786,1174888 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
580,2417,1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
579,4766,1125315 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
579,3309,797399 -1 1125315 -1  -2 ,'gabapentin' -1 'Acetaminophen' -1 -2 
579,2398,1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
579,2164,1174888 -1 1125315 -1 1153013 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Promethazine' -1 -2 
579,809,1759842 -1 1734104 -1  -2 ,'Clavulanate' -1 'Azithromycin' -1 -2 
579,587,19049105 -1 19049105 -1 1125315 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
578,5566,956874 19049105 -1 1174888 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
578,4802,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
578,4358,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
578,4008,1125315 -1 1125315 -1 1125315 1174888 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 -2 
578,3586,1125315 -1 1125315 -1 1125315 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
578,2765,1174888 -1 1174888 -1 1125315 -1 956874 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
577,4837,1125315 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
577,3527,1125315 -1 1125315 -1 1539403 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Simvastatin' -1 -2 
577,2794,1174888 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
577,2661,1174888 -1 1174888 -1 1125315 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
577,2570,1174888 -1 1125315 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
577,2552,1174888 -1 1125315 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
576,5598,956874 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
576,4221,1125315 -1 1174888 -1 1713332 1759842 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
576,3862,1125315 -1 1125315 1174888 -1 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
576,3526,1125315 -1 1539403 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Simvastatin' -1 'Acetaminophen' -1 -2 
576,3185,1153664 -1 1174888 -1 1174888 -1  -2 ,'Propoxyphene' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
576,2892,1174888 -1 1713332 -1 1734104 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Azithromycin' -1 -2 
576,2225,1174888 -1 1125315 -1 1174888 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
576,1272,1713332 -1 1174888 -1 956874 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
576,1205,1539403 -1 1713332 -1  -2 ,'Simvastatin' -1 'Amoxicillin' -1 -2 
576,806,1742253 -1 1759842 -1  -2 ,'Levofloxacin' -1 'Clavulanate' -1 -2 
576,162,1308216 -1 19121608 -1  -2 ,'Lisinopril' -1 'Influenza virus vaccine' -1 -2 
575,5491,956874 -1 1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
575,5314,956874 -1 956874 -1 1154343 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Albuterol' -1 -2 
